County,Public Water Supply,Population Served,Sampling Date,Sample Number,Raw Water or Treated Drinking Water?,PFOA + PFOS (ppt),Total Tested PFAS (ppt),Method
GOGEBIC,Wakefield,2318,08/01/2018,GWEF1808011300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Old Orchard Estates,296,08/02/2018,GWEF1808020800KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Watersmeet Township,575,08/01/2018,GWNT1808011710GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONROE,Monroe,53798,07/26/2018,SWEF1807261120GSC,Treated Drinking Water,3,8,Isotope Dilution
MONROE,Monroe,53798,07/26/2018,SWIN1807261110GSC,Raw Water,2,4,Isotope Dilution
VAN BUREN,Meadow Woods N/R Center,78,07/25/2018,GWEF1807251130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ONTONAGON,McMillan Township,391,08/01/2018,GWEF1808010900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Bessmer,1553,08/01/2018,GWEF1808011330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Watersmeet Township,575,08/01/2018,GWNT1808011700GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MONROE,Monroe,53798,07/26/2018,SWEF1807261120GSC,Treated Drinking Water,ND,2,EPA 537 Rev. 1.1
LENAWEE,Adrian,21133,08/02/2018,SWIN1808021240GSC,Raw Water,ND,ND,Isotope Dilution
LENAWEE,Adrian,21133,08/02/2018,SWEF1808021230GSC,Treated Drinking Water,ND,ND,Isotope Dilution
ONTONAGON,Bergland Township,210,08/01/2018,GWNT1808011200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Ironwood,6525,08/01/2018,GWEF1808011400GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Adrian,21133,08/02/2018,SWEF1808021230GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Prentis Estates Apartments,500,08/01/2018,GWNT1808011500GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,"Pinckney, Village of",2515,08/01/2018,GWEF1808011150GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ONTONAGON,McMillan Township,391,08/01/2018,GWNT1808010930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Beechwood Hills - Timber Ridge,160,07/17/2018,GWNT1807170910GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Marquette,23700,08/14/2018,SWEF1808140800GSC,Treated Drinking Water,ND,ND,Isotope Dilution
MARQUETTE,Marquette,23700,08/14/2018,SWIN1808140810GSC,Raw Water,ND,ND,Isotope Dilution
BRANCH,Bronson,2421,09/14/2018,GWEF1809141315MK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BRANCH,Bronson,2421,09/14/2018,GWEF1809141320MK,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Marquette,23700,08/14/2018,SWEF1808140800GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Keweenaw Bay Indian Community - Kawbawgam Road,160,08/16/2018,GWEF1808160845GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARAGA,Keweenaw Bay Indian Community - Zeba Treatment Plant,350,08/02/2018,SWIN1808021040GGA,Raw Water,ND,ND,Isotope Dilution
BARAGA,Keweenaw Bay Indian Community - Zeba Treatment Plant,350,08/02/2018,SWEF1808021050GGA,Treated Drinking Water,ND,ND,Isotope Dilution
BARAGA,Keweenaw Bay Indian Community - Zeba Treatment Plant,350,08/02/2018,SWEF1808021050GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Otisville, Village of",864,08/06/2018,GWEF1808061300GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,Sandhill Estates,75,08/08/2018,GWEF1808081530GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Linden, City of",4004,08/07/2018,GWEF1808071315GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Argentine Care Center,60,08/09/2018,GWEF1808031210GSC-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Tradewinds Mobile Home Park,54,08/06/2018,GWEF1808071400GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Harbor Cove Apartments,288,08/07/2018,GWEF1808071130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Otisville, Village of",864,08/06/2018,GWEF1808061330GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Argentine Care Center,60,08/09/2018,GWEF1808091200GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Loch Alpine Sanitary Authority,1506,08/07/2018,GWEF1808071100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,North Dort Manor LTD,100,08/06/2018,GWEF1808061415GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Fenton, City of",11746,08/07/2018,GWEF1808070845GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Muskegon Heights,10856,08/13/2018,GWIN1808131415MK,Raw Water,ND,ND,Isotope Dilution
OAKLAND,Springrove MHC,1060,08/06/2018,GWIN1808061545KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,Stonegate Mobile Home Community,647,07/23/2018,GWIN1807230915KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Meadow Streams Estates,293,07/23/2018,GWEF1807231330GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Springrove MHC,1060,08/06/2018,GWIN1808061530KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Meadow Streams Estates,293,07/23/2018,GWEF1807231345GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Timberline Estates,755,07/11/2018,GWNT1807111050GGA,Raw Water,4,9,EPA 537 Rev. 1.1
MUSKEGON,Timberline Estates,755,07/11/2018,GWNT1807111055GGA,Raw Water,4,9,EPA 537 Rev. 1.1
ONTONAGON,Interior Township,200,08/01/2018,GWIN1808011000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
MUSKEGON,Muskegon Heights,10856,08/13/2018,GWEF1808131410MK,Treated Drinking Water,ND,ND,Isotope Dilution
BERRIEN,Meadow Streams Estates,293,07/23/2018,GWIN1807231300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ONTONAGON,Interior Township,200,08/01/2018,GWIN1808011100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
HOUGHTON,Osceola Township,830,07/31/2018,GWIN1807310900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OAKLAND,Shorewood Hills Subdivision,252,06/14/2018,GWNT1808071530KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Edwardsburg,1160,08/08/2018,GWEF1808081045GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Marquette Township,2700,08/14/2018,GWEF1808140900GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Ishpeming Twp - West,2148,08/14/2018,GWNT1808141340GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Chocolay Shore Apartments,50,08/16/2018,GWNT1808160800GSC,Raw Water,3,5,EPA 537 Rev. 1.1
MARQUETTE,Ishpeming Twp - East,305,08/14/2018,GWNT1808141400GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Lawrence,1045,08/07/2018,GWEF1808071250GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Ishpeming Twp - West,2148,08/14/2018,GWNT1808141330GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area Water and Sewer Authority,3900,08/15/2018,GWEF1808150945GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Lawrence,1045,08/07/2018,GWEF1808071330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Genesee County Water System,143177,08/08/2018,SWEF1808081500GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area Water and Sewer Authority,3900,08/15/2018,GWEF1808150930GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Negaunee Township,982,08/14/2018,GWNT1808140940GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area Water and Sewer Authority,3900,08/15/2018,GWEF1808150900GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area Water and Sewer Authority,3900,08/15/2018,GWEF1808151000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Republic Township,700,08/14/2018,GWEF1808141630GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Ely Township-Diorite,168,08/14/2018,GWEF1808141100GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area Water and Sewer Authority,3900,08/15/2018,GWEF1808150915GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Linden Place Mobile Home Park,236,08/08/2018,GWNT1808080900GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Dowagiac,6350,08/06/2018,GWEF1808061100GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Negaunee-Ishpeming Authority,11038,08/14/2018,GWEF1808141010GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"Columbiaville, Village of",787,08/08/2018,GWEF1808081430GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Lawrence,1045,08/07/2018,GWEF1808071245GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Hartford,2688,08/07/2018,GWEF1808071500GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Tilden Township,350,08/14/2018,GWEF1808141220GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"Clifford, Village of",324,08/08/2018,GWNT1808081340GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"Clifford, Village of",324,08/08/2018,GWIN1808081330GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,Ely Township-Greenwood,266,08/14/2018,GWNT1808141045GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Austin Commons II,280,08/10/2018,GWEF1808101000KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Applewood,75,08/07/2018,GWNT1808071600GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Fairway Lake Condominiums,56,08/14/2018,GWNT1808141125GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Pinebrook Condominiums,100,08/15/2018,GWEF1808151200GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,Deerfield Pines Mobile Home Park,308,08/14/2018,GWNT1808141330KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Escanaba,13659,08/21/2018,SWEF1808210930GSC,Treated Drinking Water,2,2,Isotope Dilution
OTSEGO,Lakeview Apartments,64,08/14/2018,GWEF1808140915GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Beaver Creek Resort,76,08/14/2018,GWEF1808141030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"North Branch, Village of",1021,08/14/2018,GWEF1808141200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Escanaba,13659,08/21/2018,SWEF1808210930GSC,Treated Drinking Water,2,2,EPA 537 Rev. 1.1
ANTRIM,"Bellaire, Village of",1086,08/15/2018,GWNT1808151110GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Lake Park Village Condominiums,900,08/14/2018,GWEF1808141445KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,"Bellaire, Village of",1086,08/15/2018,GWNT1808151130GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Eagle Lake Condominiums,24,08/08/2018,GWEF1808081135GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
DELTA,Escanaba,13659,08/21/2018,SWIN1808210940GSC,Raw Water,ND,ND,Isotope Dilution
VAN BUREN,Mitchell Brothers Mobile Home Park,122,08/09/2018,GWNT1808091000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Meadow Brook Village,125,08/09/2018,GWNT1808091045GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,River Ridge,538,08/14/2018,GWNT1808141130KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Glen Meadows Condominiums,142,08/14/2018,GWEF1808141000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Thornton Farms,935,08/08/2018,GWEF1808081100KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Mattawan,2037,08/07/2018,GWEF1808071430GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,River Ridge - Saline,720,08/10/2018,GWEF1808101020KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Paw Paw,3534,08/07/2018,GWEF1808071000GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,Cass County Water System,1350,08/06/2018,GWIN1808060910GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Lawton,1900,08/07/2018,GWNT1808071110GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Treetops Resort (Treetops North),90,08/14/2018,GWEF1808141210GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,Cass County Water System,1350,08/06/2018,GWIN1808060920GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Linden Mobile Home Park,92,08/08/2018,GWNT1808080920GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,"Pine Knoll Apartments, LLC",100,08/08/2018,GWNT1808081400KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Lawton,1900,08/07/2018,GWNT1808071115GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Northfield Estates,1620,08/10/2018,GWEF1808100915KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Shanty Creek - Watars Association,1150,08/15/2018,GWEF1808151330GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
CASS,Eagle Lake Estates MHP,230,08/08/2018,GWNT1808081010GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Eagle Lake Estates MHP,230,08/08/2018,GWNT1808081020GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Phelps Mobile Home Villa,87,08/07/2018,GWNT1808070930GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"Dryden, Village of",951,08/14/2018,GWEF1808140900KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LAPEER,"Metamora, Village of",565,08/14/2018,GWEF1808140830KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,"Pine Knoll Apartments, LLC",100,08/08/2018,GWNT1808081345KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CASS,Simmons Mobile Home Park,55,08/08/2018,GWNT1808080900GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Mancelona Area WSA - The Chief,40,08/15/2018,GWEF1808151030GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Regency at Whitmore Lake,190,08/08/2018,GWEF1808081330KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Sylvan Township,263,08/08/2018,GWEF1808081130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,"Pine Knoll Apartments, LLC",100,08/08/2018,GWNT1808081415KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Mattawan,2037,08/07/2018,GWEF1808071455GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
KALAMAZOO,Boerman Mobile Village,150,08/06/2018,GWNT1808061220GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Sunset Estates Gaylord,50,08/13/2018,GWNT1808131400GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Glen Devon Condominiums,260,08/03/2018,GWEF1808030930KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Clinton,2336,08/03/2018,GWEF1808030800GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Pinehurst Apartments,55,08/13/2018,GWEF1808131100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Bangor,1938,07/25/2018,GWEF1807251320GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Nottingham Forest MHP,185,08/13/2018,GWNT1808131700GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Grand Blanc, City of",8276,08/03/2018,GWEF1808031200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Clinton,2336,08/03/2018,GWEF1808030900GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Clinton,2336,08/03/2018,GWEF1808030830GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Pheasant Run Manor Apartments,360,08/03/2018,GWEF1808030900KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Bangor,1938,07/25/2018,GWEF1807251230GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Bangor,1938,07/25/2018,GWEF1807251310GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Britton,611,08/03/2018,GWEF1808031100GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Britton,611,08/03/2018,GWEF1808031000GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,Bangor,1938,07/25/2018,GWEF1807251245GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,Horsell Manor,25,08/13/2018,GWNT1808131240GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
OTSEGO,West Park Apartments,54,08/13/2018,GWEF1808131200GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Pine Ridge Mobile Home Community,490,08/03/2018,GWEF1808031030KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Cranes Cove Condominiums,175,08/03/2018,GWEF1808031000KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,"Grand Blanc, City of",8276,08/03/2018,GWEF1808031130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LENAWEE,Britton,611,08/03/2018,GWEF1808031030GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Pleasant Valley Trailer Park,94,08/16/2018,GWNT1808161545KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Hidden Glen Apartments,57,08/16/2018,GWNT1808160945KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101110KER,Treated Drinking Water,2,2,EPA 537 Rev. 1.1
SHIAWASSEE,Countryside Village,555,08/16/2018,GWEF1808160900KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,K I Sawyer,3000,08/15/2018,GWIN1808151510GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,West Court Ranches,218,08/16/2018,GWIN1808161245KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SCHOOLCRAFT,Germfask Township,200,08/17/2018,GWNT1808171100GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,K I Sawyer,3000,08/15/2018,GWIN1808151500GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101050KER,Treated Drinking Water,ND,20,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101000KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ANTRIM,Meadowbrook Med Care Facility,154,08/15/2018,GWIN1808151100GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Pleasant Valley Trailer Park,94,08/16/2018,GWEF1808161600KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,West Court Ranches,218,08/16/2018,GWEF1808161215KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101030KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Byram Ridge,40,08/16/2018,GWEF1808161330KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,Pineview Homes,25,09/11/2018,GWNT1809111115KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,K I Sawyer,3000,08/15/2018,GWIN1808151535GSC,Treated Drinking Water,ND,10,EPA 537 Rev. 1.1
SHIAWASSEE,Stoney Creek Village Apartments,54,08/16/2018,GWEF1808161100KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Vicinia Gardens,40,08/16/2018,GWEF1808161415KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Countryside Village,555,08/16/2018,GWEF1808160910KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWNT1809101100KER,Treated Drinking Water,ND,4,EPA 537 Rev. 1.1
EATON,Diamondale Health Care Center,177,06/27/2018,GWIN1806271510GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MARQUETTE,K I Sawyer,3000,08/15/2018,GWIN1808151530GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWNT1809101120KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,"Evart, City of",1903,09/10/2018,GWEF1809101130KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
BARAGA,L'anse,2300,08/02/2018,SWEF1808021010GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
VAN BUREN,South Haven,9305,08/09/2018,SWIN1808090910GGA,Raw Water,ND,ND,Isotope Dilution
VAN BUREN,South Haven,9305,08/09/2018,SWEF1808090920GGA,Treated Drinking Water,ND,ND,Isotope Dilution
ONTONAGON,Ontonagon,2919,07/31/2018,SWIN1807311630GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
BARAGA,L'anse,2300,08/02/2018,SWIN1808021000GGA,Raw Water,ND,ND,Isotope Dilution
LEELANAU,"Northport, Village of",526,09/05/2018,GWEF1809051230KER,Treated Drinking Water,ND,4,EPA 537 Rev. 1.1
ONTONAGON,Ontonagon,2919,07/31/2018,SWIN1807311630GGA,Raw Water,ND,ND,Isotope Dilution
LEELANAU,"Northport, Village of",526,09/05/2018,GWEF1809051300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,"Northport, Village of",526,09/05/2018,GWEF1809051320KER-FD,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LEELANAU,"Northport, Village of",526,09/05/2018,GWEF1809051245KER,Treated Drinking Water,4,20,EPA 537 Rev. 1.1
KALAMAZOO,Portage,46292,08/06/2018,GWEF1808061515MK,Treated Drinking Water,ND,4,EPA 537 Rev. 1.1
BARAGA,L'anse,2300,08/02/2018,SWEF1808021010GGA,Treated Drinking Water,ND,ND,Isotope Dilution
VAN BUREN,South Haven,9305,08/09/2018,SWEF1808090920GGA,Treated Drinking Water,2,2,EPA 537 Rev. 1.1
ONTONAGON,Ontonagon,2919,07/31/2018,SWEF1807311640GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
ONTONAGON,Ontonagon,2919,07/31/2018,SWEF1807311640GGA,Treated Drinking Water,ND,ND,Isotope Dilution
CLINTON,"Elsie, Village of",966,07/30/2018,GWEF1807301215KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
INGHAM,"Leslie, City of",2089,07/23/2018,GWIN1807231010KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Lac Vieus Desert Band of Lake Superior Chippewa,1740,08/23/2018,GWIN1808230810GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLINTON,"Elsie, Village of",966,07/30/2018,GWEF1807301200KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
OSCEOLA,White Birch Estates,123,09/10/2018,GWNT1809101600KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLINTON,"Fowler, Village of",1136,07/30/2018,GWEF1807301300KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GOGEBIC,Lac Vieus Desert Band of Lake Superior Chippewa,1740,08/23/2018,GWIN1808230800GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Berrien Springs,8840,07/24/2018,GWEF1807241330GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
CLINTON,"Ovid, Village of",1612,07/23/2018,GWEF1807231430KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,Greenwood Apartments,50,08/15/2018,GWNT1808151020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
SHIAWASSEE,"New Lothrop, Village of",610,08/15/2018,GWEF1808150930KER,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Eastern Michigan Nazarene District Cente,250,07/30/2018,GWNT1807301000GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Osborn Lake Estates,125,07/30/2018,GWNT1807301100GSC,Raw Water,ND,ND,EPA 537 Rev. 1.1
EATON,Maple Knoll,125,08/17/2018,GWEF1808171400KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
BERRIEN,Berrien Springs,8840,07/24/2018,GWIN1807241300GGA,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
MENOMINEE,Hannahville Community MI,4382,08/21/2018,GWEF1808211045GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
LIVINGSTON,Woodland Center Correctional Facility,210,07/30/2018,GWEF1807301430,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
GENESEE,Sugartree Apartments,375,08/20/2018,GWNT1808201020KER,Raw Water,ND,ND,EPA 537 Rev. 1.1
WASHTENAW,Westbrook Apartments,330,07/30/2018,GWEF1807301400GSC,Treated Drinking Water,ND,ND,EPA 537 Rev. 1.1
EMMET,Little Traverse Bay Bands of Odawa (Wah Wahs Noo Da Ke),25,08/22/2018,GWEF1808221000GGA,Raw Water,ND,ND,EPA 537 Rev. 1.1
